test, device, access, stride, pattern, starting cpu, ending cpu, buffer size, memory type, delay injection, latency, bandwidth
bw, pmem0p1, rand, 128, W5, 0, 16, 400000, pmem, 0, 5630.63, 671.6
bw, pmem0p1, rand, 256, W2, 0, 16, 400000, pmem, 0, 5978.18, 836.8
bw, pmem0p1, rand, 2048, W7, 0, 12, 400000, pmem, 0, 1031.83, 841.7
bw, pmem0p1, rand, 512, W5, 0, 8, 400000, pmem, 0, 3619.98, 675.5
bw, pmem0p1, seq, 512, W2, 0, 12, 400000, pmem, 0, 4481.92, 828.9
bw, pmem0p1, seq, 2048, W10, 0, 16, 400000, pmem, 0, 963.37, 821.0
bw, pmem0p1, seq, 512, W2, 0, 16, 400000, pmem, 0, 5452.94, 824.3
bw, pmem0p1, rand, 128, W6, 0, 8, 400000, pmem, 0, 558.68, 499.3
bw, pmem0p1, seq, 128, W3, 0, 8, 400000, pmem, 0, 1171.99, 1199.3
bw, pmem0p1, rand, 128, R, 0, 8, 400000, pmem, 0, 2388.42, 1769.8
bw, pmem0p1, rand, 2048, W5, 0, 20, 400000, pmem, 0, 6272.11, 664.3
bw, pmem0p1, seq, 512, W7, 0, 20, 400000, pmem, 0, 975.82, 816.7
bw, pmem0p1, rand, 1024, W7, 0, 8, 400000, pmem, 0, 919.64, 849.9
bw, pmem0p1, rand, 64, W6, 0, 16, 400000, pmem, 0, 532.36, 494.3
bw, pmem0p1, seq, 256, W7, 0, 16, 400000, pmem, 0, 934.16, 815.0
bw, pmem0p1, rand, 256, W5, 0, 8, 400000, pmem, 0, 3607.06, 675.7
bw, pmem0p1, seq, 2048, W8, 0, 20, 400000, pmem, 0, 1075.52, 644.5
bw, pmem0p1, rand, 1024, R, 0, 16, 400000, pmem, 0, 4369.88, 1747.0
bw, pmem0p1, seq, 1024, R, 0, 8, 400000, pmem, 0, 2947.77, 1742.9
bw, pmem0p1, rand, 64, W7, 0, 8, 400000, pmem, 0, 424.56, 961.4
bw, pmem0p1, seq, 2048, W6, 0, 16, 400000, pmem, 0, 980.93, 426.5
bw, pmem0p1, rand, 64, W5, 0, 12, 400000, pmem, 0, 4618.79, 677.9
bw, pmem0p1, rand, 512, W2, 0, 12, 400000, pmem, 0, 5143.8, 837.7
bw, pmem0p1, seq, 1024, W10, 0, 20, 400000, pmem, 0, 1038.82, 816.1
bw, pmem0p1, seq, 128, W6, 0, 8, 400000, pmem, 0, 521.86, 725.3
bw, pmem0p1, seq, 64, W8, 0, 8, 400000, pmem, 0, 437.16, 2337.6
bw, pmem0p1, seq, 1024, W5, 0, 16, 400000, pmem, 0, 5876.4, 667.6
bw, pmem0p1, seq, 128, R, 0, 12, 400000, pmem, 0, 3883.81, 2231.0
bw, pmem0p1, seq, 2048, W3, 0, 20, 400000, pmem, 0, 5201.58, 909.5
bw, pmem0p1, seq, 1024, W3, 0, 20, 400000, pmem, 0, 5308.84, 927.9
bw, pmem0p1, seq, 128, W6, 0, 16, 400000, pmem, 0, 585.75, 598.3
bw, pmem0p1, rand, 128, W5, 0, 12, 400000, pmem, 0, 4769.37, 674.4
bw, pmem0p1, rand, 128, R, 0, 12, 400000, pmem, 0, 3347.86, 1757.8
bw, pmem0p1, seq, 64, W6, 0, 12, 400000, pmem, 0, 428.05, 941.0
bw, pmem0p1, rand, 256, W6, 0, 8, 400000, pmem, 0, 916.86, 450.4
bw, pmem0p1, seq, 2048, R, 0, 16, 400000, pmem, 0, 5001.76, 1578.4
bw, pmem0p1, seq, 64, W3, 0, 16, 400000, pmem, 0, 3647.6, 1231.5
bw, pmem0p1, rand, 64, R, 0, 12, 400000, pmem, 0, 3239.19, 1762.3
bw, pmem0p1, seq, 256, W8, 0, 20, 400000, pmem, 0, 1000.22, 644.9
bw, pmem0p1, rand, 256, W5, 0, 16, 400000, pmem, 0, 6112.34, 667.8
bw, pmem0p1, seq, 512, W7, 0, 16, 400000, pmem, 0, 901.47, 822.1
bw, pmem0p1, seq, 128, W3, 0, 20, 400000, pmem, 0, 3635.14, 998.4
bw, pmem0p1, rand, 256, W6, 0, 16, 400000, pmem, 0, 1098.01, 422.5
bw, pmem0p1, seq, 128, W5, 0, 20, 400000, pmem, 0, 5458.81, 710.2
bw, pmem0p1, seq, 512, W7, 0, 12, 400000, pmem, 0, 888.94, 826.1
bw, pmem0p1, seq, 256, W10, 0, 20, 400000, pmem, 0, 1013.99, 797.7
bw, pmem0p1, seq, 2048, W10, 0, 12, 400000, pmem, 0, 933.32, 826.2
bw, pmem0p1, seq, 128, W5, 0, 8, 400000, pmem, 0, 2634.34, 753.4
bw, pmem0p1, rand, 512, R, 0, 8, 400000, pmem, 0, 2986.3, 1753.8
bw, pmem0p1, rand, 1024, W6, 0, 20, 400000, pmem, 0, 1441.83, 406.3
bw, pmem0p1, seq, 256, W2, 0, 8, 400000, pmem, 0, 2297.36, 819.8
bw, pmem0p1, seq, 2048, W8, 0, 8, 400000, pmem, 0, 937.36, 665.4
bw, pmem0p1, rand, 512, W5, 0, 16, 400000, pmem, 0, 6036.35, 666.8
bw, pmem0p1, seq, 1024, W2, 0, 12, 400000, pmem, 0, 4441.94, 828.1
bw, pmem0p1, rand, 256, W6, 0, 12, 400000, pmem, 0, 948.82, 437.4
bw, pmem0p1, rand, 128, W2, 0, 20, 400000, pmem, 0, 5986.12, 840.3
bw, pmem0p1, seq, 2048, W3, 0, 16, 400000, pmem, 0, 4479.54, 919.1
bw, pmem0p1, seq, 128, W5, 0, 12, 400000, pmem, 0, 4305.0, 720.4
bw, pmem0p1, seq, 64, R, 0, 12, 400000, pmem, 0, 3299.1, 4670.3
bw, pmem0p1, seq, 64, W5, 0, 20, 400000, pmem, 0, 6869.55, 781.0
bw, pmem0p1, seq, 256, W6, 0, 20, 400000, pmem, 0, 1052.3, 420.1
bw, pmem0p1, seq, 1024, W6, 0, 16, 400000, pmem, 0, 959.42, 429.5
bw, pmem0p1, seq, 256, W3, 0, 16, 400000, pmem, 0, 4178.69, 857.4
bw, pmem0p1, seq, 1024, W5, 0, 8, 400000, pmem, 0, 3678.36, 675.7
bw, pmem0p1, seq, 256, W8, 0, 12, 400000, pmem, 0, 903.21, 661.1
bw, pmem0p1, rand, 128, W6, 0, 12, 400000, pmem, 0, 584.03, 483.2
bw, pmem0p1, rand, 1024, W6, 0, 8, 400000, pmem, 0, 934.94, 447.9
bw, pmem0p1, rand, 256, R, 0, 16, 400000, pmem, 0, 4427.53, 1744.3
bw, pmem0p1, seq, 64, W2, 0, 8, 400000, pmem, 0, 1982.0, 1118.6
bw, pmem0p1, seq, 128, R, 0, 16, 400000, pmem, 0, 4876.28, 2126.0
bw, pmem0p1, rand, 1024, R, 0, 20, 400000, pmem, 0, 5006.59, 1747.4
bw, pmem0p1, seq, 512, W5, 0, 12, 400000, pmem, 0, 4872.16, 672.7
bw, pmem0p1, seq, 1024, W5, 0, 12, 400000, pmem, 0, 5582.74, 669.4
bw, pmem0p1, seq, 512, W10, 0, 20, 400000, pmem, 0, 969.96, 820.2
bw, pmem0p1, rand, 2048, W5, 0, 8, 400000, pmem, 0, 3725.1, 670.6
bw, pmem0p1, rand, 64, W7, 0, 20, 400000, pmem, 0, 1371.51, 865.4
bw, pmem0p1, seq, 512, W6, 0, 20, 400000, pmem, 0, 1038.06, 420.4
bw, pmem0p1, rand, 128, W7, 0, 16, 400000, pmem, 0, 916.4, 876.9
bw, pmem0p1, rand, 1024, W6, 0, 16, 400000, pmem, 0, 1113.55, 421.0
bw, pmem0p1, seq, 2048, R, 0, 8, 400000, pmem, 0, 2954.36, 1735.1
bw, pmem0p1, seq, 64, W7, 0, 20, 400000, pmem, 0, 590.08, 1704.6
bw, pmem0p1, rand, 128, W5, 0, 20, 400000, pmem, 0, 6752.75, 670.6
bw, pmem0p1, rand, 2048, R, 0, 8, 400000, pmem, 0, 2957.8, 1755.3
bw, pmem0p1, seq, 64, R, 0, 8, 400000, pmem, 0, 1731.1, 6675.8
bw, pmem0p1, rand, 1024, W7, 0, 20, 400000, pmem, 0, 1891.28, 832.7
bw, pmem0p1, rand, 1024, W6, 0, 12, 400000, pmem, 0, 968.81, 435.1
bw, pmem0p1, seq, 512, W5, 0, 20, 400000, pmem, 0, 5969.72, 669.9
bw, pmem0p1, rand, 64, W5, 0, 16, 400000, pmem, 0, 5603.1, 674.7
bw, pmem0p1, seq, 128, W8, 0, 20, 400000, pmem, 0, 661.32, 888.5
bw, pmem0p1, seq, 256, W10, 0, 16, 400000, pmem, 0, 931.06, 810.3
bw, pmem0p1, seq, 2048, W6, 0, 20, 400000, pmem, 0, 1097.51, 416.3
bw, pmem0p1, rand, 64, W6, 0, 20, 400000, pmem, 0, 758.55, 454.4
bw, pmem0p1, seq, 1024, W2, 0, 20, 400000, pmem, 0, 5820.54, 819.3
bw, pmem0p1, rand, 1024, W5, 0, 16, 400000, pmem, 0, 6321.88, 665.9
bw, pmem0p1, rand, 64, W6, 0, 12, 400000, pmem, 0, 442.37, 525.4
bw, pmem0p1, rand, 256, W2, 0, 8, 400000, pmem, 0, 3327.99, 842.7
bw, pmem0p1, seq, 512, W6, 0, 8, 400000, pmem, 0, 927.46, 449.5
bw, pmem0p1, seq, 2048, W2, 0, 8, 400000, pmem, 0, 2772.36, 837.1
bw, pmem0p1, seq, 64, W3, 0, 12, 400000, pmem, 0, 2719.2, 1290.1
bw, pmem0p1, seq, 1024, W8, 0, 12, 400000, pmem, 0, 907.87, 660.4
bw, pmem0p1, rand, 64, W2, 0, 20, 400000, pmem, 0, 5717.37, 843.8
bw, pmem0p1, seq, 128, W10, 0, 16, 400000, pmem, 0, 542.66, 1204.6
bw, pmem0p1, seq, 128, W7, 0, 8, 400000, pmem, 0, 599.78, 1520.0
bw, pmem0p1, seq, 256, W5, 0, 20, 400000, pmem, 0, 5979.92, 631.9
bw, pmem0p1, seq, 128, W2, 0, 16, 400000, pmem, 0, 3814.19, 874.9
bw, pmem0p1, seq, 1024, W8, 0, 8, 400000, pmem, 0, 895.78, 667.5
bw, pmem0p1, seq, 128, W6, 0, 12, 400000, pmem, 0, 523.0, 648.6
bw, pmem0p1, rand, 512, W2, 0, 8, 400000, pmem, 0, 3359.07, 842.1
bw, pmem0p1, seq, 64, W7, 0, 16, 400000, pmem, 0, 447.9, 1955.5
bw, pmem0p1, seq, 512, W5, 0, 16, 400000, pmem, 0, 5807.78, 669.4
bw, pmem0p1, seq, 512, R, 0, 12, 400000, pmem, 0, 4744.73, 1585.2
bw, pmem0p1, seq, 256, W8, 0, 8, 400000, pmem, 0, 908.8, 669.3
bw, pmem0p1, seq, 512, W10, 0, 16, 400000, pmem, 0, 893.46, 825.0
bw, pmem0p1, seq, 128, W7, 0, 12, 400000, pmem, 0, 540.92, 1349.9
bw, pmem0p1, rand, 512, R, 0, 20, 400000, pmem, 0, 4980.75, 1746.4
bw, pmem0p1, seq, 128, W10, 0, 20, 400000, pmem, 0, 635.26, 1130.4
bw, pmem0p1, seq, 512, R, 0, 20, 400000, pmem, 0, 7932.37, 1374.7
bw, pmem0p1, seq, 256, W2, 0, 20, 400000, pmem, 0, 5642.96, 769.1
bw, pmem0p1, seq, 512, W8, 0, 12, 400000, pmem, 0, 889.29, 662.3
bw, pmem0p1, rand, 256, W6, 0, 20, 400000, pmem, 0, 1416.4, 407.6
bw, pmem0p1, rand, 256, R, 0, 8, 400000, pmem, 0, 3004.94, 1752.8
bw, pmem0p1, rand, 1024, W2, 0, 20, 400000, pmem, 0, 6250.62, 834.7
bw, pmem0p1, seq, 2048, R, 0, 20, 400000, pmem, 0, 5670.12, 1539.6
bw, pmem0p1, seq, 64, W2, 0, 12, 400000, pmem, 0, 3826.15, 1048.9
bw, pmem0p1, seq, 1024, W8, 0, 20, 400000, pmem, 0, 1063.11, 645.6
bw, pmem0p1, rand, 256, W2, 0, 20, 400000, pmem, 0, 6066.56, 837.1
bw, pmem0p1, rand, 256, R, 0, 20, 400000, pmem, 0, 5032.67, 1744.4
bw, pmem0p1, seq, 1024, W7, 0, 16, 400000, pmem, 0, 927.5, 822.4
bw, pmem0p1, rand, 256, W7, 0, 12, 400000, pmem, 0, 965.85, 855.7
bw, pmem0p1, rand, 128, W7, 0, 20, 400000, pmem, 0, 1595.81, 853.6
bw, pmem0p1, seq, 2048, R, 0, 12, 400000, pmem, 0, 4577.76, 1642.3
bw, pmem0p1, seq, 1024, W10, 0, 12, 400000, pmem, 0, 893.62, 827.6
bw, pmem0p1, seq, 512, W3, 0, 12, 400000, pmem, 0, 3906.72, 931.8
bw, pmem0p1, rand, 1024, W5, 0, 20, 400000, pmem, 0, 6447.14, 666.3
bw, pmem0p1, rand, 1024, W7, 0, 12, 400000, pmem, 0, 988.78, 846.2
bw, pmem0p1, rand, 64, W7, 0, 16, 400000, pmem, 0, 765.98, 898.5
bw, pmem0p1, rand, 128, R, 0, 16, 400000, pmem, 0, 4101.05, 1750.8
bw, pmem0p1, rand, 128, W5, 0, 8, 400000, pmem, 0, 3186.36, 681.4
bw, pmem0p1, seq, 64, W6, 0, 20, 400000, pmem, 0, 1003.63, 680.3
bw, pmem0p1, rand, 1024, R, 0, 12, 400000, pmem, 0, 3718.83, 1751.1
bw, pmem0p1, seq, 256, W5, 0, 12, 400000, pmem, 0, 4903.96, 638.2
bw, pmem0p1, rand, 1024, W2, 0, 16, 400000, pmem, 0, 5959.93, 835.1
bw, pmem0p1, seq, 2048, W3, 0, 12, 400000, pmem, 0, 3778.83, 934.9
bw, pmem0p1, seq, 128, W8, 0, 12, 400000, pmem, 0, 517.19, 1016.6
bw, pmem0p1, rand, 256, W5, 0, 20, 400000, pmem, 0, 6718.54, 667.6
bw, pmem0p1, rand, 2048, W7, 0, 20, 400000, pmem, 0, 1881.65, 829.8
bw, pmem0p1, seq, 128, W2, 0, 8, 400000, pmem, 0, 1649.53, 983.6
bw, pmem0p1, rand, 2048, R, 0, 16, 400000, pmem, 0, 4427.43, 1748.4
bw, pmem0p1, seq, 64, W2, 0, 20, 400000, pmem, 0, 5282.77, 1009.5
bw, pmem0p1, seq, 256, W5, 0, 8, 400000, pmem, 0, 3141.7, 657.4
bw, pmem0p1, rand, 64, W2, 0, 12, 400000, pmem, 0, 4297.29, 847.7
bw, pmem0p1, rand, 1024, W5, 0, 8, 400000, pmem, 0, 3726.29, 674.2
bw, pmem0p1, rand, 128, W2, 0, 16, 400000, pmem, 0, 5438.08, 841.2
bw, pmem0p1, seq, 64, W7, 0, 12, 400000, pmem, 0, 465.55, 2688.1
bw, pmem0p1, seq, 256, W6, 0, 12, 400000, pmem, 0, 917.86, 440.0
bw, pmem0p1, rand, 512, W7, 0, 16, 400000, pmem, 0, 1307.37, 843.5
bw, pmem0p1, seq, 64, W6, 0, 8, 400000, pmem, 0, 416.91, 1570.0
bw, pmem0p1, seq, 128, W10, 0, 8, 400000, pmem, 0, 585.98, 1525.8
bw, pmem0p1, rand, 2048, W2, 0, 16, 400000, pmem, 0, 5420.92, 834.7
bw, pmem0p1, rand, 2048, W5, 0, 12, 400000, pmem, 0, 5363.55, 665.4
bw, pmem0p1, seq, 64, W2, 0, 16, 400000, pmem, 0, 4991.56, 1013.9
bw, pmem0p1, seq, 128, W2, 0, 12, 400000, pmem, 0, 3058.72, 908.7
bw, pmem0p1, seq, 64, W10, 0, 12, 400000, pmem, 0, 460.72, 2430.8
bw, pmem0p1, seq, 512, W5, 0, 8, 400000, pmem, 0, 3310.77, 678.5
bw, pmem0p1, rand, 128, R, 0, 20, 400000, pmem, 0, 4794.71, 1748.2
bw, pmem0p1, seq, 64, W8, 0, 12, 400000, pmem, 0, 427.24, 1786.4
bw, pmem0p1, rand, 512, W6, 0, 8, 400000, pmem, 0, 923.09, 449.6
bw, pmem0p1, seq, 256, R, 0, 16, 400000, pmem, 0, 7483.67, 1143.8
bw, pmem0p1, rand, 1024, W7, 0, 16, 400000, pmem, 0, 1280.2, 839.1
bw, pmem0p1, seq, 1024, W10, 0, 16, 400000, pmem, 0, 922.55, 822.5
bw, pmem0p1, seq, 512, R, 0, 8, 400000, pmem, 0, 3066.18, 1707.5
bw, pmem0p1, rand, 64, R, 0, 16, 400000, pmem, 0, 3961.64, 1756.2
bw, pmem0p1, seq, 2048, W2, 0, 16, 400000, pmem, 0, 5049.3, 814.3
bw, pmem0p1, rand, 2048, W7, 0, 16, 400000, pmem, 0, 1304.95, 836.4
bw, pmem0p1, rand, 256, W7, 0, 20, 400000, pmem, 0, 2009.15, 838.5
bw, pmem0p1, seq, 512, W3, 0, 8, 400000, pmem, 0, 2510.04, 951.1
bw, pmem0p1, seq, 1024, W2, 0, 16, 400000, pmem, 0, 5495.96, 821.0
bw, pmem0p1, seq, 2048, W5, 0, 12, 400000, pmem, 0, 4559.72, 668.9
bw, pmem0p1, rand, 64, R, 0, 8, 400000, pmem, 0, 2315.01, 1777.1
bw, pmem0p1, seq, 2048, W6, 0, 12, 400000, pmem, 0, 972.08, 433.8
bw, pmem0p1, seq, 1024, W2, 0, 8, 400000, pmem, 0, 2823.75, 839.7
bw, pmem0p1, seq, 256, W7, 0, 12, 400000, pmem, 0, 930.08, 823.5
bw, pmem0p1, seq, 512, R, 0, 16, 400000, pmem, 0, 6353.73, 1465.8
bw, pmem0p1, seq, 256, W10, 0, 8, 400000, pmem, 0, 949.47, 833.4
bw, pmem0p1, seq, 128, W10, 0, 12, 400000, pmem, 0, 536.63, 1329.8
bw, pmem0p1, seq, 256, W2, 0, 16, 400000, pmem, 0, 4817.69, 774.9
bw, pmem0p1, rand, 128, W6, 0, 16, 400000, pmem, 0, 701.23, 459.1
bw, pmem0p1, seq, 2048, W8, 0, 16, 400000, pmem, 0, 979.67, 651.8
bw, pmem0p1, rand, 128, W2, 0, 12, 400000, pmem, 0, 4611.93, 843.5
bw, pmem0p1, seq, 2048, W3, 0, 8, 400000, pmem, 0, 2502.3, 957.5
bw, pmem0p1, seq, 2048, W5, 0, 16, 400000, pmem, 0, 4905.97, 667.9
bw, pmem0p1, seq, 256, W3, 0, 8, 400000, pmem, 0, 1958.06, 936.4
bw, pmem0p1, seq, 1024, W7, 0, 8, 400000, pmem, 0, 910.24, 833.0
bw, pmem0p1, seq, 2048, W2, 0, 20, 400000, pmem, 0, 5572.09, 810.9
bw, pmem0p1, rand, 2048, W7, 0, 8, 400000, pmem, 0, 970.24, 845.9
bw, pmem0p1, seq, 2048, W2, 0, 12, 400000, pmem, 0, 4120.72, 823.5
bw, pmem0p1, rand, 512, R, 0, 12, 400000, pmem, 0, 3737.7, 1749.5
bw, pmem0p1, seq, 512, W6, 0, 16, 400000, pmem, 0, 926.3, 431.0
bw, pmem0p1, seq, 256, W2, 0, 12, 400000, pmem, 0, 3961.37, 789.4
bw, pmem0p1, rand, 2048, W2, 0, 20, 400000, pmem, 0, 5846.45, 833.8
bw, pmem0p1, rand, 2048, R, 0, 20, 400000, pmem, 0, 5075.98, 1748.5
bw, pmem0p1, seq, 64, W3, 0, 8, 400000, pmem, 0, 1410.86, 1408.4
bw, pmem0p1, seq, 2048, W6, 0, 8, 400000, pmem, 0, 972.83, 443.9
bw, pmem0p1, rand, 128, W2, 0, 8, 400000, pmem, 0, 2846.32, 850.7
bw, pmem0p1, rand, 256, W2, 0, 12, 400000, pmem, 0, 5015.04, 838.5
bw, pmem0p1, rand, 512, W6, 0, 16, 400000, pmem, 0, 1102.63, 421.8
bw, pmem0p1, rand, 256, W5, 0, 12, 400000, pmem, 0, 5226.82, 670.4
bw, pmem0p1, rand, 1024, W5, 0, 12, 400000, pmem, 0, 5410.35, 668.2
bw, pmem0p1, seq, 64, R, 0, 16, 400000, pmem, 0, 4670.37, 4205.7
bw, pmem0p1, seq, 2048, W5, 0, 8, 400000, pmem, 0, 3172.84, 676.1
bw, pmem0p1, seq, 512, W10, 0, 12, 400000, pmem, 0, 873.91, 828.9
bw, pmem0p1, seq, 1024, R, 0, 16, 400000, pmem, 0, 5996.91, 1586.9
bw, pmem0p1, seq, 64, W8, 0, 16, 400000, pmem, 0, 458.58, 1439.4
bw, pmem0p1, rand, 64, W5, 0, 8, 400000, pmem, 0, 2974.29, 686.8
bw, pmem0p1, seq, 2048, W8, 0, 12, 400000, pmem, 0, 946.28, 657.8
bw, pmem0p1, seq, 256, W10, 0, 12, 400000, pmem, 0, 921.94, 819.9
bw, pmem0p1, rand, 1024, W2, 0, 8, 400000, pmem, 0, 3163.22, 841.5
bw, pmem0p1, seq, 128, W2, 0, 20, 400000, pmem, 0, 4542.71, 866.6
bw, pmem0p1, seq, 1024, R, 0, 20, 400000, pmem, 0, 7347.45, 1526.9
bw, pmem0p1, seq, 512, W10, 0, 8, 400000, pmem, 0, 885.87, 834.2
bw, pmem0p1, seq, 256, W5, 0, 16, 400000, pmem, 0, 5331.44, 630.2
bw, pmem0p1, seq, 128, W7, 0, 20, 400000, pmem, 0, 630.22, 1155.4
bw, pmem0p1, rand, 512, W5, 0, 12, 400000, pmem, 0, 5218.16, 669.5
bw, pmem0p1, seq, 512, W2, 0, 20, 400000, pmem, 0, 5722.59, 824.5
bw, pmem0p1, seq, 2048, W5, 0, 20, 400000, pmem, 0, 5582.12, 666.8
bw, pmem0p1, rand, 64, W5, 0, 20, 400000, pmem, 0, 6168.97, 674.2
bw, pmem0p1, rand, 2048, W6, 0, 20, 400000, pmem, 0, 1534.31, 403.4
bw, pmem0p1, seq, 256, W6, 0, 16, 400000, pmem, 0, 925.76, 431.5
bw, pmem0p1, seq, 512, W8, 0, 20, 400000, pmem, 0, 997.95, 649.6
bw, pmem0p1, rand, 2048, W6, 0, 8, 400000, pmem, 0, 971.3, 442.6
bw, pmem0p1, rand, 512, W6, 0, 12, 400000, pmem, 0, 953.16, 436.7
bw, pmem0p1, rand, 2048, W2, 0, 8, 400000, pmem, 0, 2928.72, 840.7
bw, pmem0p1, seq, 2048, W7, 0, 8, 400000, pmem, 0, 944.64, 830.0
bw, pmem0p1, seq, 1024, W8, 0, 16, 400000, pmem, 0, 932.78, 654.6
bw, pmem0p1, seq, 512, W2, 0, 8, 400000, pmem, 0, 2883.47, 836.3
bw, pmem0p1, seq, 1024, W7, 0, 20, 400000, pmem, 0, 1040.14, 816.8
bw, pmem0p1, rand, 256, R, 0, 12, 400000, pmem, 0, 3785.17, 1748.3
bw, pmem0p1, seq, 512, W3, 0, 20, 400000, pmem, 0, 5243.19, 914.7
bw, pmem0p1, seq, 128, W5, 0, 16, 400000, pmem, 0, 5041.38, 705.4
bw, pmem0p1, seq, 1024, W6, 0, 8, 400000, pmem, 0, 940.95, 446.2
bw, pmem0p1, rand, 128, W6, 0, 20, 400000, pmem, 0, 983.71, 431.2
bw, pmem0p1, seq, 512, W8, 0, 16, 400000, pmem, 0, 908.37, 656.7
bw, pmem0p1, rand, 512, W2, 0, 16, 400000, pmem, 0, 5951.01, 835.8
bw, pmem0p1, seq, 512, W7, 0, 8, 400000, pmem, 0, 894.27, 833.0
bw, pmem0p1, seq, 2048, W10, 0, 20, 400000, pmem, 0, 1070.8, 815.0
bw, pmem0p1, seq, 64, W10, 0, 20, 400000, pmem, 0, 589.43, 1663.6
bw, pmem0p1, seq, 128, W3, 0, 12, 400000, pmem, 0, 2287.83, 1063.4
bw, pmem0p1, seq, 128, W6, 0, 20, 400000, pmem, 0, 951.37, 540.2
bw, pmem0p1, seq, 256, W7, 0, 20, 400000, pmem, 0, 1015.57, 803.8
bw, pmem0p1, seq, 1024, W10, 0, 8, 400000, pmem, 0, 907.17, 832.4
bw, pmem0p1, seq, 64, W7, 0, 8, 400000, pmem, 0, 558.48, 2990.3
bw, pmem0p1, seq, 1024, W3, 0, 16, 400000, pmem, 0, 4743.85, 932.8
bw, pmem0p1, seq, 256, R, 0, 12, 400000, pmem, 0, 6160.35, 1175.1
bw, pmem0p1, rand, 2048, W6, 0, 12, 400000, pmem, 0, 1011.43, 431.0
bw, pmem0p1, rand, 512, W2, 0, 20, 400000, pmem, 0, 6333.33, 835.7
bw, pmem0p1, rand, 512, W6, 0, 20, 400000, pmem, 0, 1422.2, 406.9
bw, pmem0p1, rand, 128, W7, 0, 8, 400000, pmem, 0, 526.71, 917.6
bw, pmem0p1, rand, 64, R, 0, 20, 400000, pmem, 0, 4630.63, 1754.6
bw, pmem0p1, seq, 64, W10, 0, 16, 400000, pmem, 0, 448.38, 1906.4
bw, pmem0p1, seq, 64, W8, 0, 20, 400000, pmem, 0, 663.75, 1247.7
bw, pmem0p1, seq, 128, R, 0, 20, 400000, pmem, 0, 5582.56, 1997.1
bw, pmem0p1, rand, 1024, W2, 0, 12, 400000, pmem, 0, 5001.38, 836.9
bw, pmem0p1, seq, 64, R, 0, 20, 400000, pmem, 0, 5493.41, 4040.0
bw, pmem0p1, seq, 2048, W7, 0, 12, 400000, pmem, 0, 943.04, 824.4
